Project,Hole,From_m,To_m,Bedding_Confidence,Bedding_Style,Bedding_Bed_Thickness,Bedding_Younging_Direction,Bedding_Angle_TCA,Bedding_Cleavage_Angle,Fabric1_Feature,Fabric1_Confidence,Fabric1_Intensity,Fabric1_Angle_TCA,Fabric2_Feature,Fabric2_Confidence,Fabric2_Intensity,Fabric2_Angle_TCA,Comments,Relog,Logger,Timestamp
GCL,KAD17-001,11.5,24.89,,,,,,,FOL,MOD,2,50,,,,,Weak foliation,0,Blackwell,3/16/2017
GCL,KAD17-001,28.93,32.26,,,,,,,FOL,HIGH,3,40,,,,,Irregular wavy chloritic foliation,0,Blackwell,3/17/2017
GCL,KAD17-001,32.26,42.85,,,,,,,FOL,MOD,2,10,,,,,,0,Blackwell,3/17/2017
GCL,KAD17-001,42.85,49.35,LOW,GRD,GRAD,DOWN,60,PLL,FOL,HIGH,3,70,,,,,"Zone from  @49.15-49.35m is either very intense foliation and black chloritic/sulfidic bands, or it could be a fault or a strongly sheared sedimentary sequence.",0,Blackwell,3/19/2017
GCL,KAD17-001,49.35,51.99,,,,,,,FOL,MOD,3,30,,,,,Foliation measured on elongate varioles and chloritic wisps,0,Blackwell,3/17/2017
GCL,KAD17-001,51.99,62.25,,,,,,,FOL,HIGH,3,20,,,,,Anastomosing foliation with variable intensity throughout the domain,0,Blackwell,3/18/2017
GCL,KAD17-001,62.25,66,,,,,,,FOL,HIGH,5,50,VN,HIGH,4,25,Smokey quartz veins cross cut the foliation fabric and ealier formed milky qtz-carb veins that are parallel to foliation.,0,Blackwell,3/18/2017
GCL,KAD17-001,66,66.8,,,,,,,FLT,HIGH,3,25,FOL,MOD,3,20,,0,Blackwell,3/18/2017
GCL,KAD17-001,66.8,78.38,LOW,DIF,,,40,OBL,FOL,HIGH,3,10,,,,,"From 68-69m, variolitic/perlitic bx domain has a shallow fabric than the overall foliation plane. Not sure if it is a separate domain or a possible primary bedding.",0,Blackwell,3/20/2017
GCL,KAD17-001,78.38,103.85,,,,,,,FOL,MOD,2,55,,,,,,0,Blackwell,3/20/2017
GCL,KAD17-001,103.85,131,,,,,,,FOL,LOW,2,50,VN,MOD,3,30,Dominantly massive with a weakly defined foliation. Veins appear to be oriented slighter steeper than the dominant foliation although neither are strongly defined.,0,Blackwell,3/20/2017
GCL,KAD17-001,131,136.94,,,,,,,FOL,MOD,3,70,VN,MOD,3,30,,0,Blackwell,3/20/2017
GCL,KAD17-001,136.94,145.44,,,,,,,FOL,MOD,2,50,VN,HIGH,2,40,,0,Blackwell,3/20/2017
GCL,KAD17-001,145.44,146.4,,,,,,,FOL,HIGH,3,40,VN,HIGH,2,80,Moderately foliated domain,0,Blackwell,3/20/2017
GCL,KAD17-001,146.4,147.02,,,,,,,VN,HIGH,3,50,,,,,,0,Blackwell,3/20/2017
GCL,KAD17-001,147.02,161.27,,,,,,,FOL,MOD,3,60,VN,MOD,3,40,"Ragged, non-distinct, foliation cross-cut by discontinuous and irregular white quartz-carb veins.",0,Blackwell,3/21/2017
GCL,KAD17-001,161.27,165.42,,,,,,,FOL,MOD,3,50,VN,HIGH,2,30,,0,Blackwell,3/21/2017
GCL,KAD17-001,165.42,167.67,,,,,,,FOL,MOD,3,55,VN,MOD,2,50,,0,Blackwell,3/21/2017
GCL,KAD17-001,167.67,173.08,,,,,,,FOL,MOD,2,50,VN,HIGH,2,40,,0,Blackwell,3/21/2017
GCL,KAD17-001,173.08,186.83,,,,,,,FOL,MOD,3,45,VN,MOD,3,40,,0,Blackwell,3/21/2017
GCL,KAD17-001,186.83,202.24,,,,,,,FOL,MOD,3,30,VN,MOD,2,30,Veins appear to form an oblique stockwork.,0,Blackwell,3/21/2017
GCL,KAD17-001,202.24,222.5,,,,,,,FOL,MOD,3,50,,,,,Foliation defined by alteration domains and veining,0,Blackwell,3/21/2017
GCL,KAD17-001,222.5,229.47,LOW,GRD,MED,DOWN,60,PLL,FOL,HIGH,3,50,,,,,Bedding downhole is a guess at best,0,Blackwell,3/21/2017
GCL,KAD17-001,229.47,233.5,HIGH,GRD,MED,DOWN,70,PLL,FOL,HIGH,3,50,,,,,,0,Blackwell,3/21/2017
GCL,KAD17-001,233.5,246,LOW,GRD,THIN,,,NML,FOL,HIGH,4,40,,,,,,0,Blackwell,3/21/2017
GCL,KAD17-002,11.5,18.5,,,,,,,FLT,HIGH,5,30,,,,,,0,Stubley,3/22/2017
GCL,KAD17-002,18.5,36,,,,,,,FOL,HIGH,1,35,,,,,,0,Stubley,3/22/2017
GCL,KAD17-002,36,45,,,,,,,FLT,MOD,3,30,,,,,"Healed fault fabric/breccia locally, distorted sheared texture throughout.",0,Stubley,3/22/2017
GCL,KAD17-002,45,100,,,,,,,FOL,HIGH,2,35,,,,,Weakly defined foliation,0,Stubley,3/22/2017
GCL,KAD17-002,100,116.12,,,,,,,FOL,HIGH,3,20,,,,,Fabric slightly less steep tca,0,Stubley,3/23/2017
GCL,KAD17-002,116.2,122.75,,,,,,,FLT,HIGH,3,15,FOL,HIGH,3,15,silica healed fault fabric,0,Unknown,3/23/2017
GCL,KAD17-002,128.2,160.06,,,,,,,FOL,HIGH,3,5,,,,,,0,Unknown,3/24/2017
GCL,KAD17-002,160.06,176,,,,,,,FOL,HIGH,2,5,,,,,,0,Unknown,3/25/2017
GCL,KAD17-002,176,183.12,,,,,,,FOL,HIGH,2,10,,,,,,0,Stubley,3/25/2017
GCL,KAD17-002,183.12,211.84,,,,,,,FOL,HIGH,3,8,,,,,,0,Stubley,3/25/2017
GCL,KAD17-002,211.84,219,,,,,,,FLT,MOD,3,,,,,,"Probable fault zone, rubble and blocky gravelly core, strong silicification",0,Stubley,3/25/2017
GCL,KAD17-002,219,245.5,,,,,,,FOL,HIGH,2,15,,,,,,0,Stubley,3/26/2017
GCL,KAD17-002,245.5,270,,,,,,,FOL,HIGH,3,10,,,,,,0,Stubley,3/26/2017
GCL,KAD17-003,12,27,,,,,,,FOL,HIGH,1,45,,,,,massive to weakly foliated UM,0,Unknown,11/18/2017
GCL,KAD17-003,27,49.5,,,,,,,FOL,HIGH,3,45,,,,,moderate to strong foliation in UM,0,Unknown,11/18/2017
GCL,KAD17-003,49.5,57,,,,,,,FOL,HIGH,3,40,,,,,,0,Unknown,11/18/2017
GCL,KAD17-003,57,57.8,,,,,,,FOL,HIGH,4,40,,,,,,0,Unknown,11/18/2017
GCL,KAD17-003,57.8,63.6,,,,,,,FOL,HIGH,3,40,,,,,,0,Unknown,11/18/2017
GCL,KAD17-003,63.6,72.6,,,,,,,FOL,HIGH,2,40,,,,,weak-mod fol development,0,Unknown,11/18/2017
GCL,KAD17-003,72.6,76.25,,,,,,,FOL,MOD,3,44,,,,,,0,Unknown,11/18/2017
GCL,KAD17-003,76.25,79.76,,,,,,,FOL,HIGH,2,60,,,,,weakly foliated interval,0,Unknown,11/18/2017
GCL,KAD17-003,79.76,87.38,,,,,,,FOL,HIGH,3,50,,,,,mod foloiation development,0,Unknown,11/18/2017
GCL,KAD17-003,87.38,108.26,,,,,,,FOL,HIGH,2,40,,,,,weakly foliated,0,Unknown,11/18/2017
GCL,KAD17-003,108.26,116,,,,,,,FOL,HIGH,1,45,,,,,mss to weakly foliated,0,Unknown,11/18/2017
GCL,KAD17-003,116,128.2,,,,,,,FOL,HIGH,2,60,,,,,weak fabric development,0,Unknown,11/18/2017
GCL,KAD17-003,128.2,144.4,,,,,,,OTH,,NA,,,,,,,0,Henderson,11/22/2017
GCL,KAD17-004,4.5,27.1,,,,,,,FOL,MOD,3,45,,,,,"Pervasive foliation.  Fabric, Quartz veining ~45 degrees TCA",0,Unknown,11/18/2017
GCL,KAD17-004,50.33,52.8,,,,,,,FLT,MOD,4,,,,,,"Weathered, intensely foliated, friable zone within UM.  Contains angular boudins of qtz-cb veining adn wallrock within friable foliated matrix. Base of interval (52.6-52.8) comprises white kaolin rich clay pug zone.",0,Unknown,11/18/2017
GCL,KAD17-004,56.4,58,,,,,,,OTH,HIGH,4,,,,,,Annealed zone of structural brecciation. Contains numerous highly angular fragments of qtz-cb vein material and wallrock within a qtz-cb+-chl matrix.,0,Unknown,11/18/2017
GCL,KAD17-004,71.23,80.28,,,,,,,FOL,MOD,4,,,,,,Increase in schistocity within Ultramafic unit.  Correlates with sheared/discontinuous qtz-cb veining and qtz-cb-calcite alt.  Crenulation cleavage visible.  Fabric transposed from 45 TCA to subparallel TCA within interval,0,Unknown,11/18/2017
GCL,KAD17-004,117,121.1,,,,,,,MYL,MOD,4,45,,,,,Intense deformation zone / early stage shear zone.  Wispy chl-fuchsite within silicification/albite alteration,0,Unknown,11/18/2017
GCL,KAD17-004,157.25,163,,,,,,,MYL,MOD,3,,,,,,Moderately deformed rock fabric associated with pervasive silicification.  Represent early stage fluid conduit?,0,Unknown,11/18/2017
GCL,KAD17-004,177,189.9,,,,,,,OTH,LOW,,,,,,,Zone of blocky core with core loss.  This may represent historic workings.  Possibly a fault zone.,0,Unknown,11/18/2017
GCL,KAD17-004,202.5,212.5,,,,,,,OTH,LOW,,,,,,,Zone of blocky core with core loss.  This may represent historic workings.  Possibly a fault zone.,0,Unknown,11/18/2017
GCL,KAD17-004,261.15,270,,,,,,,OTH,LOW,3,45,,,,,"High strain zone (shear??).  Zone of stringy wallrock, and deformed discontinous qtz-cb veining",0,Unknown,11/18/2017
GCL,KAD17-004,279,295,,,,,,,OTH,LOW,3,,,,,,Zone of intense wallrock brecciation.  Intense qtz-cb vein stockwork.  Angular wallrock clasts.,0,Unknown,11/18/2017
GCL,KAD17-004,295,345,,,,,,,FOL,HIGH,4,45,,,,,Moderate to strong penetrative foliation.,0,Unknown,11/18/2017
GCL,KAD17-005,16.5,21.64,,,,,,,FOL,,2,75,,,,,weak-mod fabric development,0,Unknown,11/18/2017
GCL,KAD17-005,21.64,26.57,,,,,,,FOL,,3,60,,,,,,0,Unknown,11/18/2017
GCL,KAD17-005,26.57,37.17,,,,,,,FOL,HIGH,2,60,,,,,weak to moderate fabric development,0,Unknown,11/18/2017
GCL,KAD17-005,37.17,78.58,,,,,,,FOL,HIGH,3,60,,,,,moderate fabric development,0,Unknown,11/18/2017
GCL,KAD17-005A,24.46,28.09,,,,,,,FOL,HIGH,2,70,,,,,,0,Sherlock,4/8/2017
GCL,KAD17-005A,28.09,36.96,,,,,,,FOL,HIGH,2,70,,,,,weakly foliated,0,Sherlock,4/8/2017
GCL,KAD17-005A,36.96,85.68,,,,,,,FOL,HIGH,2,75,,,,,"fairly massive rock, weakly foliated",0,Sherlock,4/8/2017
GCL,KAD17-005A,85.68,142.6,,,,,,,FOL,HIGH,3,50,,,,,variable fabric development,0,Sherlock,4/9/2017
GCL,KAD17-005A,142.6,196.28,,,,,,,FOL,HIGH,2,65,,,,,weak fabric development,0,Sherlock,4/9/2017
GCL,KAD17-005A,196.28,253.5,,,,,,,FOL,HIGH,2,50,,,,,weak to moderate fabric development,0,Sherlock,4/10/2017
GCL,KAD17-005A,253.5,288,MOD,MSV,THIN,DOWN,50,PLL,FOL,HIGH,3,,,,,,,0,Sherlock,4/10/2017
GCL,KAD17-005A,288,296.63,HIGH,MSV,THIN,,10,OBL,FOL,HIGH,3,50,,,,,oblique S0-S1,0,Sherlock,4/10/2017
GCL,KAD17-006,23.61,35,,,,,,,MYL,MOD,3,,,,,,"Mylonite zone comprising mm-sub cm scale boudinaged, elongated qtz veins separated by fine grained lenses of talc-chl ultramafic.",0,Robinson,4/10/2017
GCL,KAD17-007,8.23,15.67,,,,,,,FOL,HIGH,3,30,,,,,,0,Blackwell,4/15/2017
GCL,KAD17-007,15.67,20.8,,,,,,,FOL,HIGH,3,40,,,,,Foliation most strongly developed in what appear to be mudstone sandstone intervals,0,Blackwell,4/15/2017
GCL,KAD17-007,20.8,22.15,,,,,,,FOL,HIGH,2,30,,,,,,0,Blackwell,4/15/2017
GCL,KAD17-007,22.15,25.89,,,,,,,FOL,LOW,3,50,,,,,Foliation is irregular,0,Blackwell,4/15/2017
GCL,KAD17-007,25.89,28,,,,,,,FOL,LOW,4,40,,,,,Variable foliation angle,0,Blackwell,4/15/2017
GCL,KAD17-007,28,31.2,,,,,,,FOL,LOW,2,40,,,,,Variable foliation,0,Blackwell,4/15/2017
GCL,KAD17-007,31.2,41.94,,,,,,,FOL,MOD,3,40,,,,,,0,Blackwell,4/15/2017
GCL,KAD17-007,41.94,46.83,,,,,,,FOL,MOD,2,50,,,,,,0,Blackwell,4/15/2017
GCL,KAD17-007,46.83,59.1,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,4/15/2017
GCL,KAD17-007,59.1,61.5,,,,,,,FLT,HIGH,4,50,,,,,,0,Blackwell,4/15/2017
GCL,KAD17-007,61.5,64.1,,,,,,,FOL,MOD,2,40,,,,,Variable and folded foliation throughout.,0,Blackwell,4/15/2017
GCL,KAD17-007,64.1,101.23,,,,,,,FOL,HIGH,2,20,,,,,Weak foliation defined by white clay-carbonate-quartz alteration/fracture patterns.,0,Blackwell,4/15/2017
GCL,KAD17-007,101.23,115,,,,,,,FOL,MOD,3,40,,,,,Foliation varies in intensity and angle from 40 to 60 deg tca.,0,Blackwell,4/16/2017
GCL,KAD17-007,115,130,,,,,,,FOL,LOW,3,,,,,,Variable foliation in FuQtzCarb altered boulders throughout this interval.,0,Blackwell,4/16/2017
GCL,KAD17-007,130,136.9,,,,,,,FOL,MOD,3,40,,,,,Foliation varies in strength throughout this interval,0,Blackwell,4/16/2017
GCL,KAD17-007,136.9,138.11,,,,,,,,,,,,,,,NA - void,0,Blackwell,4/16/2017
GCL,KAD17-007,138.11,153,,,,,,,FOL,HIGH,3,30,FOL,MOD,3,20,Dominant foliation cross-cuts a second set that is perpendicular to the first set (see photos).,0,Blackwell,4/16/2017
GCL,KAD17-007,153,165,,,,,,,FOL,MOD,3,40,FOL,MOD,3,20,The dominant foliation (40 deg TCA) cross-cuts a more subtle shallower foliation (20 deg TCA) and they are roughly perpendicular.,0,Blackwell,4/16/2017
GCL,KAD17-007,165,170.1,,,,,,,FOL,HIGH,3,45,FOL,MOD,3,5,Dominant foliation (Fabric 1) cross-cuts foliation 2 and the intersection angle is perpendicular.,0,Blackwell,4/16/2017
GCL,KAD17-007,170.1,173.1,,,,,,,FOL,MOD,2,60,,,,,,0,Blackwell,4/16/2017
GCL,KAD17-007,173.1,176.73,,,,,,,,,,,,,,,NA-possible fill,0,Blackwell,4/16/2017
GCL,KAD17-007,176.73,178.1,,,,,,,,,,,,,,,NA - void and fill,0,Blackwell,4/16/2017
GCL,KAD17-007,178.1,182.05,,,,,,,FOL,MOD,2,30,,,,,Foliation well developed in the ultramafic domains but less obvious in the mafic domains.,0,Blackwell,4/16/2017
GCL,KAD17-007,182.05,224,,,,,,,FOL,MOD,4,40,,,,,Foliation best developed in breccia domains.,0,Blackwell,4/17/2017
GCL,KAD17-007,224,229.69,,,,,,,FOL,HIGH,3,30,,,,,,0,Blackwell,4/17/2017
GCL,KAD17-007,229.69,234.26,,,,,,,FOL,MOD,3,30,,,,,,0,Blackwell,4/17/2017
GCL,KAD17-007,234.26,237.06,,,,,,,VN,MOD,3,25,,,,,The fabric in this interval is dominated by the veins and irregular albite dyke contacts.,0,Blackwell,4/17/2017
GCL,KAD17-007,237.06,242.6,,,,,,,FOL,MOD,3,30,,,,,,0,Blackwell,4/17/2017
GCL,KAD17-007,242.6,252.2,,,,,,,FOL,MOD,3,50,,,,,,0,Blackwell,4/17/2017
GCL,KAD17-007,252.2,258.45,,,,,,,FOL,HIGH,4,50,,,,,,0,Blackwell,4/17/2017
GCL,KAD17-007,258.45,286.29,,,,,,,FOL,MOD,2,40,,,,,,0,Blackwell,4/17/2017
GCL,KAD17-007,286.29,291.87,,,,,,,FOL,MOD,2,30,,,,,,0,Blackwell,4/17/2017
GCL,KAD17-007,291.87,294.53,,,,,,,FOL,MOD,3,20,,,,,,0,Blackwell,4/17/2017
GCL,KAD17-007,294.53,305.75,,,,,,,FOL,MOD,4,50,FOL,MOD,4,10,Foliation 1 cross-cuts foliation 2,0,Blackwell,4/18/2017
GCL,KAD17-007,305.75,309,LOW,GRD,THIN,DOWN,50,PLL,FOL,HIGH,4,50,,,,,Foliated and folded bedding.,0,Blackwell,4/18/2017
GCL,KAD17-008,4.63,14.1,,,,,,,FOL,LOW,1,30,,,,,,0,Stubley,4/18/2017
GCL,KAD17-008,14.1,22.3,,,,,,,FOL,HIGH,4,20,,,,,,0,Stubley,4/18/2017
GCL,KAD17-008,22.3,28.44,HIGH,DIF,THIN,,55,PLL,FOL,HIGH,4,55,,,,,,0,Stubley,4/18/2017
GCL,KAD17-008,28.44,30.25,,,,,,,FOL,HIGH,2,50,,,,,Foliation defined by chlorite alteration along foliation planes.,0,Stubley,4/18/2017
GCL,KAD17-008,30.25,34.25,,,,,,,FLT,HIGH,4,60,FOL,HIGH,4,60,,0,Stubley,4/18/2017
GCL,KAD17-008,34.25,56.9,,,,,,,FOL,HIGH,4,20,,,,,Foliation angle tca is variable - wavy and locally folded and sheared.,0,Stubley,4/19/2017
GCL,KAD17-008,56.9,60,,,,,,,FOL,HIGH,2,35,,,,,,0,Stubley,4/19/2017
GCL,KAD17-008,60,61.06,,,,,,,,,,,,,,,,0,Stubley,4/19/2017
GCL,KAD17-008,61.06,84,,,,,,,FOL,HIGH,3,50,,,,,,0,Stubley,4/19/2017
GCL,KAD17-008,84,85.16,,,,,,,OTH,,,,,,,,Rubblezone,0,Stubley,4/19/2017
GCL,KAD17-008,85.16,145.75,,,,,,,FOL,HIGH,4,25,,,,,,0,Stubley,4/19/2017
GCL,KAD17-008,145.75,179.15,,,,,,,FOL,HIGH,2,,,,,,"Relatively massive, fabric weakly defined by quartz-carb",0,Stubley,4/20/2017
GCL,KAD17-008,179.15,180.44,,,,,,,OTH,,,,,,,,VOID,0,Unknown,4/20/2017
GCL,KAD17-008,180.44,194.16,,,,,,,FOL,HIGH,2,40,,,,,,0,Unknown,4/20/2017
GCL,KAD17-008,194.16,197.7,,,,,,,FLT,LOW,2,,,,,,"Rubble Zone, possible faulted/fractured zone",0,Unknown,4/20/2017
GCL,KAD17-008,197.7,205.1,,,,,,,FOL,HIGH,3,,,,,,,0,Stubley,4/21/2017
GCL,KAD17-008,205.1,213.93,,,,,,,OTH,,,,,,,,VOID/STOPE FILL,0,Stubley,4/21/2017
GCL,KAD17-008,213.93,218.8,,,,,,,FOL,HIGH,3,20,,,,,,0,Stubley,4/21/2017
GCL,KAD17-008,218.8,245.92,,,,,,,FOL,HIGH,3,30,,,,,,0,Stubley,4/21/2017
GCL,KAD17-008,245.92,249.6,,,,,,,FOL,HIGH,1,,,,,,,0,Stubley,4/21/2017
GCL,KAD17-008,249.6,279.65,,,,,,,FOL,HIGH,3,25,,,,,,0,Stubley,4/22/2017
GCL,KAD17-008,279.65,296.08,,,,,,,FOL,HIGH,2,35,,,,,"Massive zone, weakly foliated relatively featureless rock",0,Stubley,4/22/2017
GCL,KAD17-008,296.08,329.5,,,,,,,FOL,HIGH,3,35,,,,,,0,Stubley,4/22/2017
GCL,KAD17-008,329.5,342.26,HIGH,LAM,THIN,,30,PLL,FOL,HIGH,3,30,,,,,,0,Stubley,4/22/2017
GCL,KAD17-008,342.26,345.75,,,,,,,FOL,HIGH,3,35,,,,,,0,Stubley,4/22/2017
GCL,KAD17-008,345.75,357,HIGH,LAM,THIN,,40,PLL,FOL,HIGH,3,40,,,,,,0,Stubley,4/22/2017
GCL,KAD17-009,4.25,12.03,,,,,,,FOL,HIGH,3,45,,,,,,0,Blackwell,4/21/2017
GCL,KAD17-009,12.03,12.68,,,,,,,FOL,HIGH,4,65,,,,,Zone of intense oxidation.,0,Blackwell,4/22/2017
GCL,KAD17-009,12.68,20.48,LOW,DIF,THCK,UP,60,PLL,FOL,MOD,2,60,,,,,,0,Blackwell,4/22/2017
GCL,KAD17-009,20.48,42.96,,,,,,,FOL,MOD,2,60,,,,,,0,Blackwell,4/22/2017
GCL,KAD17-009,42.96,46.45,HIGH,MSV,MASS,UP,50,PLL,FOL,HIGH,2,50,,,,,,0,Blackwell,4/22/2017
GCL,KAD17-009,46.45,51.84,HIGH,MSV,MED,UP,60,PLL,FOL,HIGH,4,50,,,,,"Uphold younging based on upper contact of this unit, where it appears as though the overlying sandstone is eroding the mudstone and has fine ""rip-up"" clasts.",0,Blackwell,4/22/2017
GCL,KAD17-009,51.84,58.22,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,4/22/2017
GCL,KAD17-009,58.22,59.35,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,4/22/2017
GCL,KAD17-009,59.35,69.65,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,4/22/2017
GCL,KAD17-009,69.65,72.73,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,4/22/2017
GCL,KAD17-009,72.73,79.12,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,4/23/2017
GCL,KAD17-009,79.12,81.09,HIGH,MSV,,UP,80,PLL,FOL,HIGH,3,60,,,,,Way up direction interpreted from the basal contact of this unit with underlying mafic breccia; the contact appears conformable and draped.,0,Blackwell,4/23/2017
GCL,KAD17-009,81.09,82,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,4/23/2017
GCL,KAD17-009,82,83,LOW,DIF,THIN,,60,PLL,FOL,HIGH,3,60,,,,,Bedding interpreted from slatey cleavage - unit is dominantly massive.,0,Blackwell,4/23/2017
GCL,KAD17-009,83,108,,,,,,,FOL,HIGH,3,50,,,,,Moderate to weak foliation,0,Blackwell,4/23/2017
GCL,KAD17-009,108,109.16,LOW,DIF,MED,,50,PLL,FOL,HIGH,4,50,,,,,Possible bedding or grading of this volcanic breccia facies,0,Blackwell,4/23/2017
GCL,KAD17-009,109.16,125.97,,,,,,,FOL,HIGH,2,30,,,,,,0,Blackwell,4/23/2017
GCL,KAD17-009,125.97,128.7,,,,,,,FOL,MOD,3,40,FLT,MOD,3,40,Graphite fragments and fractures have slickenslides throughout and curviplanar and irregular fracture surfaces.,0,Blackwell,4/23/2017
GCL,KAD17-009,128.7,130.92,,,,,,,FOL,HIGH,3,30,,,,,,0,Blackwell,4/23/2017
GCL,KAD17-009,130.92,131.49,,,,,,,FOL,LOW,3,50,,,,,irregular and deformed zone,0,Blackwell,4/23/2017
GCL,KAD17-009,131.49,142.35,,,,,,,FOL,HIGH,3,15,,,,,,0,Blackwell,4/23/2017
GCL,KAD17-009,142.35,151.93,,,,,,,FOL,MOD,3,20,,,,,,0,Blackwell,4/24/2017
GCL,KAD17-009,151.93,158.87,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,4/24/2017
GCL,KAD17-009,158.87,172.29,MOD,DIF,MED,UP,60,PLL,FOL,MOD,2,50,,,,,Foliation is variable over this domain. Bedding way up is measured on a 1m wide zone of 2-10cm thick graded beds; confidence is moderate to high,0,Blackwell,4/24/2017
GCL,KAD17-009,172.29,178.89,,,,,,,FOL,MOD,2,40,,,,,The rocks are massive to very weakly foliated,0,Blackwell,4/25/2017
GCL,KAD17-009,178.89,186.14,,,,,,,FOL,LOW,2,40,,,,,,0,Blackwell,4/25/2017
GCL,KAD17-009,186.14,188.39,,,,,,,FOL,LOW,2,40,,,,,Very weak to trace foliation throughout this dominantly massive unit.,0,Blackwell,4/25/2017
GCL,KAD17-009,188.39,195.68,,,,,,,FOL,HIGH,2,40,,,,,,0,Blackwell,4/25/2017
GCL,KAD17-009,195.68,203,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,4/25/2017
GCL,KAD17-009,203,208.4,,,,,,,FOL,MOD,2,40,,,,,Very subtle foliation at the top of this interval - fabric dominated by the vein network. Stronger foliation developed near the base of this interval.,0,Blackwell,4/25/2017
GCL,KAD17-009,208.4,234,,,,,,,FOL,MOD,2,50,,,,,Weak to moderate foliation throughout - local fracture/fault zones,0,Blackwell,4/25/2017
GCL,KAD17-009,234,307.5,,,,,,,FOL,HIGH,2,40,,,,,,0,Blackwell,4/27/2017
GCL,KAD17-010,6,51,,,,,,,FOL,HIGH,4,30,,,,,,0,Stubley,4/24/2017
GCL,KAD17-010,51,67.46,LOW,MSV,MASS,,,,FOL,HIGH,2,,,,,,Possible massive sedimentary (mafic source) beds. Weak banding.,0,Stubley,4/24/2017
GCL,KAD17-010,67.46,76.88,MOD,MSV,THIN,,35,PLL,FOL,HIGH,3,,,,,,,0,Stubley,4/24/2017
GCL,KAD17-010,76.88,78.1,,,,,,,FOL,HIGH,3,,,,,,,0,Stubley,4/24/2017
GCL,KAD17-010,78.1,87.8,HIGH,LAM,,,45,PLL,,,,,,,,,,0,Stubley,4/24/2017
GCL,KAD17-010,87.8,95.7,,,,,,,FLT,MOD,3,,,,,,"Healed flt bx, mylonitic texture, minor rubble",0,Stubley,4/24/2017
GCL,KAD17-010,95.7,111.3,,,,,,,FOL,HIGH,2,50,,,,,,0,Stubley,4/24/2017
GCL,KAD17-010,114.9,147.1,,,,,,,FOL,HIGH,2,40,,,,,,0,Stubley,4/24/2017
GCL,KAD17-010,147.1,151.25,,,,,,,FLT,HIGH,3,40,,,,,,0,Stubley,4/24/2017
GCL,KAD17-010,151.25,165.4,,,,,,,FOL,HIGH,2,40,,,,,,0,Stubley,4/25/2017
GCL,KAD17-010,165.4,169.4,,,,,,,FLT,HIGH,5,,,,,,,0,Stubley,4/25/2017
GCL,KAD17-010,169.4,188,,,,,,,FOL,HIGH,4,15,,,,,,0,Stubley,4/25/2017
GCL,KAD17-010,188,215,,,,,,,FOL,HIGH,2,45,,,,,,0,Stubley,4/26/2017
GCL,KAD17-010,215,240,,,,,,,FOL,HIGH,3,30,,,,,,0,Unknown,4/26/2017
GCL,KAD17-010,240,246,,,,,,,FOL,HIGH,2,45,,,,,,0,Unknown,4/26/2017
GCL,KAD17-010,246,246.82,,,,,,,FOL,HIGH,1,35,,,,,,0,Unknown,4/26/2017
GCL,KAD17-010,246.82,259,,,,,,,FOL,HIGH,3,45,,,,,,0,Unknown,4/27/2017
GCL,KAD17-010,259,263.66,,,,,,,FOL,HIGH,2,40,,,,,,0,Unknown,4/27/2017
GCL,KAD17-010,276,292.6,,,,,,,FOL,HIGH,4,20,,,,,,0,Unknown,4/27/2017
GCL,KAD17-010,292.6,298,,,,,,,FOL,HIGH,4,25,,,,,,0,Unknown,4/27/2017
GCL,KAD17-010,298,351,,,,,,,FOL,HIGH,4,40,,,,,,0,Unknown,4/28/2017
GCL,KAD17-010,351,357,,,,,,,FOL,HIGH,2,40,,,,,,0,Stubley,4/28/2017
GCL,KAD17-010,357,374,,,,,,,FOL,HIGH,5,50,,,,,,0,Stubley,4/28/2017
GCL,KAD17-010,374,375,,,,,,,MYL,HIGH,4,75,,,,,,0,Stubley,4/28/2017
GCL,KAD17-010,375,376.2,,,,,,,FLT,HIGH,5,50,,,,,,0,Stubley,4/28/2017
GCL,KAD17-010,376.2,381.6,,,,,,,MYL,MOD,3,,,,,,High strain zone with quartz-vein breccia at base of interval.,0,Stubley,4/28/2017
GCL,KAD17-010,381.6,388.04,,,,,,,FOL,HIGH,2,50,,,,,,0,Stubley,4/29/2017
GCL,KAD17-010,388.04,395.8,MOD,DIF,THIN,,25,PLL,FOL,HIGH,3,25,,,,,,0,Unknown,4/29/2017
GCL,KAD17-010,395.8,396.76,,,,,,,FOL,HIGH,1,,,,,,,0,Unknown,4/29/2017
GCL,KAD17-010,396.76,405.43,MOD,DIF,THIN,,50,OBL,FOL,LOW,3,30,,,,,,0,Unknown,4/29/2017
GCL,KAD17-010,405.43,414,HIGH,LAM,THIN,,45,OBL,FOL,MOD,4,35,,,,,Crenulation cleavage developed in mudstone beds oblique to main bedding-parallel foliation plane.,0,Unknown,4/29/2017
