Project,Hole,From_m,To_m,Bedding_Confidence,Bedding_Style,Bedding_Bed_Thickness,Bedding_Younging_Direction,Bedding_Angle_TCA,Bedding_Cleavage_Angle,Fabric1_Feature,Fabric1_Confidence,Fabric1_Intensity,Fabric1_Angle_TCA,Fabric2_Feature,Fabric2_Confidence,Fabric2_Intensity,Fabric2_Angle_TCA,Comments,Relog,Logger,Timestamp
GCL,KAD17-059,281.87,284.27,,,,,,,FOL,MOD,0,,,,,,,0,Henderson,8/28/2017
GCL,KAD17-059,284.27,294.5,,,,,,,FOL,MOD,4,40,,,,,,0,Henderson,8/29/2017
GCL,KAD17-059,294.5,302.94,,,,,,,FOL,HIGH,3,50,,,,,,0,Henderson,8/29/2017
GCL,KAD17-059,302.94,314.14,,,,,,,FOL,MOD,2,50,,,,,,0,Henderson,8/29/2017
GCL,KAD17-059,314.14,328.7,MOD,DIF,THIN,,30,,FOL,MOD,3,30,,,,,,0,Henderson,8/29/2017
GCL,KAD17-059,328.7,330,HIGH,DIF,LAM,,40,,,,,,,,,,,0,Henderson,8/29/2017
GCL,KAD17-060,12.44,27,,,,,,,FOL,HIGH,3,45,,,,,,0,Blackwell,8/27/2017
GCL,KAD17-061,0,17,,,,,,,OTH,,NA,,,,,,,0,Shiroki,8/28/2017
GCL,KAD17-061,17,36.18,,,,,,,FOL,HIGH,4,50,,,,,,0,Shiroki,8/28/2017
GCL,KAD17-061,36.18,39.81,,,,,,,FOL,HIGH,5,50,FLT,HIGH,4,50,"Foliation variable but predominantly 50TCA, parallel to fault.",0,Shiroki,8/28/2017
GCL,KAD17-061,39.81,42.12,,,,,,,FOL,HIGH,4,70,,,,,,0,Shiroki,8/28/2017
GCL,KAD17-061,42.12,50,,,,,,,FOL,HIGH,2,50,,,,,,0,Shiroki,8/29/2017
GCL,KAD17-062,14.46,17.36,,,,,,,FOL,MOD,4,40,,,,,,0,Henderson,8/31/2017
GCL,KAD17-062,17.36,40.8,,,,,,,FOL,MOD,3,40,,,,,,0,Henderson,8/31/2017
GCL,KAD17-062,40.8,43.78,,,,,,,FOL,MOD,2,30,,,,,,0,Henderson,8/31/2017
GCL,KAD17-062,43.78,48.78,,,,,,,FOL,HIGH,4,40,,,,,,0,Henderson,8/31/2017
GCL,KAD17-062,48.78,74.88,,,,,,,FOL,HIGH,3,40,,,,,,0,Henderson,9/1/2017
GCL,KAD17-062,74.88,82.22,,,,,,,FLT,HIGH,4,,FOL,MOD,3,50,,0,Henderson,9/1/2017
GCL,KAD17-062,82.22,85.33,,,,,,,FOL,MOD,4,50,,,,,,0,Henderson,9/1/2017
GCL,KAD17-062,85.33,98.21,,,,,,,FOL,MOD,3,50,,,,,,0,Henderson,9/2/2017
GCL,KAD17-062,98.21,108.77,,,,,,,FOL,MOD,2,40,,,,,,0,Henderson,9/2/2017
GCL,KAD17-062,108.77,114.4,,,,,,,FOL,HIGH,4,40,,,,,,0,Henderson,9/2/2017
GCL,KAD17-062,114.4,115.5,,,,,,,VN,HIGH,5,50,,,,,,0,Henderson,9/2/2017
GCL,KAD17-062,115.5,116.14,,,,,,,OTH,,,,,,,,,0,Henderson,9/2/2017
GCL,KAD17-062,116.14,116.75,,,,,,,OTH,,,,,,,,,0,Henderson,9/2/2017
GCL,KAD17-062,116.75,118.88,,,,,,,OTH,,,,,,,,,0,Henderson,9/2/2017
GCL,KAD17-062,118.88,120,,,,,,,,,,,,,,,,0,Henderson,9/2/2017
GCL,KAD17-063,10.5,15.47,,,,,,,FOL,HIGH,3,40,,,,,,0,Shiroki,8/30/2017
GCL,KAD17-063,15.47,39.97,,,,,,,FOL,HIGH,3,50,,,,,Mod-strong,0,Shiroki,8/30/2017
GCL,KAD17-063,39.97,41.8,,,,,,,FOL,HIGH,4,30,,,,,,0,Shiroki,8/30/2017
GCL,KAD17-063,41.8,51.2,,,,,,,FOL,HIGH,2,30,,,,,,0,Shiroki,8/30/2017
GCL,KAD17-063,51.2,54.52,,,,,,,FOL,HIGH,3,30,,,,,,0,Shiroki,8/30/2017
GCL,KAD17-063,54.52,68.56,,,,,,,FOL,HIGH,3,50,,,,,,0,Shiroki,8/30/2017
GCL,KAD17-063,68.56,75,,,,,,,FOL,HIGH,2,50,,,,,,0,Shiroki,8/30/2017
GCL,KAD17-063,75,93.4,,,,,,,FOL,HIGH,2,30,,,,,,0,Shiroki,8/30/2017
GCL,KAD17-063,93.4,95.55,,,,,,,FOL,HIGH,3,40,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,95.55,99.2,,,,,,,FOL,HIGH,2,30,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,99.2,101,,,,,,,FLT,HIGH,5,15,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,101,115,,,,,,,FOL,HIGH,2,50,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,115,117.77,,,,,,,FOL,HIGH,4,40,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,117.77,122.17,,,,,,,FOL,HIGH,4,35,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,122.17,138.21,,,,,,,FOL,MOD,2,30,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,138.21,145.4,,,,,,,FOL,HIGH,3,40,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,145.4,150.63,,,,,,,FOL,HIGH,3,20,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,150.63,156,,,,,,,FOL,HIGH,2,50,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,156,157.56,,,,,,,FOL,HIGH,3,50,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,157.56,157.8,,,,,,,FOL,HIGH,2,50,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,157.8,166.92,,,,,,,FOL,HIGH,3,40,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,166.92,176.55,,,,,,,FOL,HIGH,3,40,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,176.55,184.49,,,,,,,FOL,HIGH,4,30,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,184.49,193,,,,,,,FOL,HIGH,3,20,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,193,198,,,,,,,FOL,HIGH,5,30,,,,,,0,Shiroki,9/1/2017
GCL,KAD17-063,198,204.45,,,,,,,FOL,HIGH,4,30,,,,,,0,Shiroki,9/1/2017
GCL,KAD17-063,204.45,218.53,,,,,,,FOL,HIGH,2,40,,,,,,0,Shiroki,9/1/2017
GCL,KAD17-063,218.53,230.84,,,,,,,FOL,HIGH,4,40,,,,,,0,Shiroki,9/1/2017
GCL,KAD17-063,230.84,249,HIGH,LAM,THIN,,40,,FOL,HIGH,4,40,,,,,,0,Shiroki,9/1/2017
GCL,KAD17-064,18.72,25.4,,,,,,,FOL,MOD,3,50,,,,,,0,Shiroki,9/1/2017
GCL,KAD17-064,25.4,31.84,,,,,,,FOL,LOW,1,50,,,,,,0,Shiroki,9/1/2017
GCL,KAD17-064,31.84,34.56,,,,,,,FOL,HIGH,4,40,,,,,,0,Shiroki,9/2/2017
GCL,KAD17-064,34.56,45.64,,,,,,,FOL,HIGH,3,30,,,,,,0,Shiroki,9/2/2017
GCL,KAD17-064,45.64,56.2,,,,,,,FOL,MOD,4,0,,,,,,0,Shiroki,9/2/2017
GCL,KAD17-064,56.2,62.56,,,,,,,FOL,HIGH,4,40,,,,,,0,Shiroki,9/2/2017
GCL,KAD17-064,62.56,72.27,,,,,,,FLT,HIGH,5,50,,,,,,0,Shiroki,9/2/2017
GCL,KAD17-064,72.27,88.62,,,,,,,FOL,HIGH,4,50,,,,,,0,Shiroki,9/2/2017
GCL,KAD17-064,88.62,93.81,,,,,,,FOL,MOD,4,30,,,,,,0,Shiroki,9/2/2017
GCL,KAD17-064,93.81,124.48,,,,,,,FOL,HIGH,3,30,,,,,,0,Shiroki,9/2/2017
GCL,KAD17-064,124.48,136.72,,,,,,,FOL,HIGH,3,40,,,,,,0,Shiroki,9/2/2017
GCL,KAD17-064,136.72,149.55,,,,,,,FOL,HIGH,3,40,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,149.55,165.27,,,,,,,FOL,HIGH,3,30,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,165.27,180.35,,,,,,,FLT,HIGH,3,30,FOL,HIGH,3,30,,0,Shiroki,9/3/2017
GCL,KAD17-064,180.35,188.65,,,,,,,FOL,HIGH,2,30,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,188.65,190.5,,,,,,,OTH,,NA,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,190.5,192,,,,,,,OTH,,NA,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,192,196.63,,,,,,,OTH,,NA,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,196.63,197.77,,,,,,,OTH,,NA,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,197.77,199.1,,,,,,,OTH,,NA,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,199.1,199.54,,,,,,,OTH,,NA,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,199.54,204.8,,,,,,,FOL,HIGH,4,40,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,204.8,206.26,,,,,,,OTH,,NA,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,206.26,207,,,,,,,OTH,,NA,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,207,208.35,,,,,,,OTH,,NA,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,208.35,210,,,,,,,OTH,,NA,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,210,212.08,,,,,,,OTH,,NA,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,212.08,212.9,,,,,,,OTH,,NA,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,212.9,218.14,,,,,,,OTH,,NA,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,218.14,221.56,,,,,,,FOL,HIGH,4,50,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,221.56,232.78,,,,,,,FOL,HIGH,4,30,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,232.78,236,,,,,,,FOL,HIGH,3,30,,,,,,0,Shiroki,9/4/2017
GCL,KAD17-064,236,240.55,,,,,,,FOL,HIGH,4,40,,,,,,0,Shiroki,9/4/2017
GCL,KAD17-064,240.55,261,,,,,,,FOL,HIGH,3,30,,,,,,0,Shiroki,9/4/2017
GCL,KAD17-064,261,275.6,,,,,,,FOL,MOD,3,30,,,,,,0,Shiroki,9/4/2017
GCL,KAD17-064,275.6,287,,,,,,,FOL,MOD,3,30,,,,,,0,Shiroki,9/4/2017
GCL,KAD17-064,287,320.46,,,,,,,FOL,HIGH,4,30,,,,,,0,Shiroki,9/4/2017
GCL,KAD17-064,320.46,331,,,,,,,FOL,HIGH,4,30,,,,,,0,Shiroki,9/4/2017
GCL,KAD17-064,331,338.34,,,,,,,FOL,MOD,3,40,,,,,,0,Shiroki,9/4/2017
GCL,KAD17-064,338.34,342,HIGH,LAM,THIN,,30,,FOL,HIGH,3,30,,,,,,0,Shiroki,9/4/2017
GCL,KAD17-065,5,45,,,,,,,FOL,MOD,3,40,,,,,,0,Brown,9/2/2017
GCL,KAD17-065,45,46.26,,,,,,,FLT,LOW,3,,,,,,,0,Brown,9/2/2017
GCL,KAD17-065,46.26,185,,,,,,,FOL,MOD,3,40,,,,,,0,Brown,9/3/2017
GCL,KAD17-065,185,186,,,,,,,FLT,MOD,3,,,,,,,0,Brown,9/3/2017
GCL,KAD17-065,186,223.3,,,,,,,FOL,MOD,3,40,,,,,,0,Brown,9/4/2017
GCL,KAD17-065,223.3,223.85,,,,,,,,,,,,,,,,0,Brown,9/4/2017
GCL,KAD17-065,223.85,249.65,,,,,,,FOL,MOD,3,40,,,,,,0,Brown,9/4/2017
GCL,KAD17-065,249.65,250,,,,,,,,,,,,,,,,0,Brown,9/4/2017
GCL,KAD17-065,250,256,,,,,,,OTH,MOD,3,,,,,,Consistently broken rubbly rock core,0,Brown,9/4/2017
GCL,KAD17-065,256,262.25,,,,,,,FOL,MOD,3,40,,,,,,0,Brown,9/4/2017
GCL,KAD17-065,262.25,263,,,,,,,,,,,,,,,,0,Brown,9/4/2017
GCL,KAD17-065,263,274.1,,,,,,,FOL,LOW,1,40,,,,,,0,Brown,9/4/2017
GCL,KAD17-065,274.1,303.57,,,,,,,FOL,MOD,3,40,,,,,,0,Brown,9/5/2017
GCL,KAD17-065,303.57,308,,,,,,,FOL,LOW,1,,,,,,,0,Brown,9/5/2017
GCL,KAD17-065,308,332.15,,,,,,,FOL,MOD,4,40,,,,,,0,Brown,9/5/2017
GCL,KAD17-065,332.15,344.15,,,,,,,FOL,MOD,3,40,,,,,,0,Brown,9/5/2017
GCL,KAD17-065,344.15,351.36,,,,,,,FOL,LOW,2,40,,,,,,0,Brown,9/6/2017
GCL,KAD17-065,351.36,364.64,,,,,,,OTH,,,,,,,,NA,0,Brown,9/6/2017
GCL,KAD17-065,364.64,369.83,,,,,,,,,,,,,,,,0,Brown,9/6/2017
GCL,KAD17-065,369.83,376.15,,,,,,,,,,,,,,,,0,Brown,9/6/2017
GCL,KAD17-065,376.15,377.5,,,,,,,,,,,,,,,,0,Brown,9/6/2017
GCL,KAD17-065,377.5,379.37,,,,,,,FOL,MOD,3,,,,,,,0,Brown,9/6/2017
GCL,KAD17-065,379.37,381,,,,,,,,,,,,,,,,0,Brown,9/6/2017
GCL,KAD17-065,381,400.66,,,,,,,,,,,,,,,,0,Brown,9/6/2017
GCL,KAD17-065,400.66,402,,,,,,,,,,,,,,,NA,0,Brown,9/6/2017
GCL,KAD17-065,402,412.01,,,,,,,,,,,,,,,,0,Brown,9/8/2017
GCL,KAD17-065,412.01,414,,,,,,,,,,,,,,,,0,Brown,9/8/2017
GCL,KAD17-065,414,415.85,,,,,,,,,,,,,,,NA,0,Brown,9/8/2017
GCL,KAD17-065,415.85,457,,,,,,,FOL,MOD,2,40,,,,,,0,Brown,9/8/2017
GCL,KAD17-065,457,458.8,,,,,,,,,,,,,,,NA,0,Brown,9/8/2017
GCL,KAD17-065,458.8,463.64,,,,,,,FOL,MOD,1,40,,,,,,0,Brown,9/8/2017
GCL,KAD17-065,463.64,471.58,,,,,,,FOL,MOD,3,30,,,,,Possibly bedding?,0,Brown,9/8/2017
GCL,KAD17-066,27,37.85,,,,,,,FOL,MOD,4,70,,,,,,0,Henderson,9/2/2017
GCL,KAD17-066,37.85,40.06,,,,,,,FLT,MOD,4,,FOL,,1,,,0,Henderson,9/2/2017
GCL,KAD17-066,40.06,54.47,,,,,,,FOL,MOD,4,60,,,,,,0,Henderson,9/3/2017
GCL,KAD17-066,54.47,60.26,,,,,,,FOL,MOD,1,70,,,,,,0,Henderson,9/3/2017
GCL,KAD17-066,60.26,73.82,,,,,,,FOL,MOD,3,60,,,,,,0,Henderson,9/3/2017
GCL,KAD17-066,73.82,82.27,,,,,,,FOL,MOD,0,,,,,,,0,Henderson,9/3/2017
GCL,KAD17-066,82.27,84,,,,,,,OTH,,NA,,,,,,,0,Henderson,9/3/2017
GCL,KAD17-066,84,84.46,,,,,,,FOL,,0,,,,,,,0,Henderson,9/3/2017
GCL,KAD17-067,17.57,32.23,,,,,,,FOL,MOD,3,30,,,,,,0,Henderson,9/4/2017
GCL,KAD17-067,32.23,34.36,MOD,LAM,LAM,,85,,,,,,,,,,local mudstone. In situ?,0,Henderson,9/5/2017
GCL,KAD17-067,34.36,52.6,,,,,,,FOL,HIGH,3,40,,,,,,0,Henderson,9/5/2017
GCL,KAD17-067,52.6,54,,,,,,,OTH,,NA,,,,,,,0,Henderson,9/5/2017
GCL,KAD17-068,5.7,25.19,,,,,,,FOL,HIGH,3,30,,,,,,0,Shiroki,9/5/2017
GCL,KAD17-068,25.19,26.21,,,,,,,FOL,HIGH,3,30,,,,,,0,Shiroki,9/5/2017
GCL,KAD17-068,26.21,32,,,,,,,FOL,HIGH,3,30,,,,,,0,Shiroki,9/5/2017
GCL,KAD17-068,32,35,,,,,,,FOL,HIGH,2,30,,,,,,0,Shiroki,9/5/2017
GCL,KAD17-068,35,93,,,,,,,FOL,HIGH,3,30,,,,,,0,Shiroki,9/6/2017
GCL,KAD17-068,93,94.48,,,,,,,FOL,HIGH,2,30,,,,,,0,Shiroki,9/6/2017
GCL,KAD17-068,94.48,97.11,,,,,,,FOL,HIGH,2,,,,,,,0,Shiroki,9/6/2017
GCL,KAD17-068,97.11,114,,,,,,,FOL,HIGH,4,20,,,,,,0,Shiroki,9/6/2017
GCL,KAD17-068,114,114.42,,,,,,,FOL,HIGH,4,50,,,,,,0,Shiroki,9/6/2017
GCL,KAD17-068,114.42,132,,,,,,,FOL,MOD,3,30,,,,,,0,Shiroki,9/6/2017
GCL,KAD17-068,132,140.2,,,,,,,FOL,HIGH,4,50,,,,,,0,Shiroki,9/6/2017
GCL,KAD17-068,140.2,143,,,,,,,FOL,HIGH,4,50,,,,,,0,Shiroki,9/6/2017
GCL,KAD17-068,143,154.7,LOW,LAM,THIN,,,,FOL,MOD,3,30,,,,,,0,Shiroki,9/6/2017
GCL,KAD17-068,154.7,168,,,,,,,FOL,HIGH,4,50,,,,,,0,Shiroki,9/6/2017
GCL,KAD17-068,168,170.75,,,,,,,FOL,MOD,4,30,,,,,,0,Shiroki,9/6/2017
GCL,KAD17-068,170.75,208.5,,,,,,,FOL,HIGH,4,30,,,,,,0,Shiroki,9/7/2017
GCL,KAD17-068,208.5,232.25,MOD,LAM,THIN,,50,,,,,,,,,,,0,Brown,9/7/2017
GCL,KAD17-068,232.25,253.75,,,,,,,FOL,MOD,3,30,,,,,,0,Brown,9/8/2017
GCL,KAD17-068,253.75,276.45,,,,,,,OTH,,NA,,,,,,,0,Shiroki,9/8/2017
GCL,KAD17-068,276.45,281.8,,,,,,,FOL,HIGH,3,30,,,,,,0,Shiroki,9/8/2017
GCL,KAD17-068,281.8,282.55,,,,,,,OTH,,NA,,,,,,,0,Shiroki,9/8/2017
GCL,KAD17-068,282.55,289,,,,,,,FOL,HIGH,4,30,,,,,,0,Shiroki,9/8/2017
GCL,KAD17-068,289,291.06,,,,,,,FOL,MOD,2,30,,,,,,0,Shiroki,9/8/2017
GCL,KAD17-068,291.06,292.1,,,,,,,FOL,LOW,1,50,,,,,,0,Shiroki,9/8/2017
GCL,KAD17-068,292.1,293.6,,,,,,,FOL,HIGH,3,40,,,,,,0,Shiroki,9/8/2017
GCL,KAD17-068,293.6,295.36,,,,,,,FOL,HIGH,4,30,,,,,,0,Shiroki,9/8/2017
GCL,KAD17-068,295.36,304.18,,,,,,,FOL,HIGH,4,40,,,,,,0,Shiroki,9/9/2017
GCL,KAD17-068,304.18,317.7,,,,,,,FOL,HIGH,4,,,,,,,0,Shiroki,9/9/2017
GCL,KAD17-068,317.7,324.92,,,,,,,FOL,HIGH,3,40,,,,,,0,Shiroki,9/9/2017
GCL,KAD17-068,324.92,334.57,,,,,,,FOL,HIGH,4,50,,,,,,0,Shiroki,9/9/2017
GCL,KAD17-068,334.57,353.23,,,,,,,FOL,HIGH,4,30,,,,,,0,Shiroki,9/9/2017
GCL,KAD17-068,353.23,353.92,,,,,,,FOL,LOW,1,5,,,,,,0,Shiroki,9/9/2017
GCL,KAD17-068,353.92,362,,,,,,,FOL,HIGH,4,30,,,,,,0,Shiroki,9/10/2017
GCL,KAD17-068,362,380.4,,,,,,,FOL,MOD,3,40,,,,,,0,Shiroki,9/10/2017
GCL,KAD17-068,380.4,397.33,,,,,,,FOL,MOD,3,,,,,,,0,Shiroki,9/10/2017
GCL,KAD17-068,397.33,406,,,,,,,FOL,HIGH,4,50,,,,,,0,Shiroki,9/10/2017
GCL,KAD17-068,406,414.58,HIGH,LAM,THIN,,30,,FOL,HIGH,4,40,,,,,,0,Shiroki,9/10/2017
GCL,KAD17-068,414.58,438,HIGH,LAM,THIN,,20,,FOL,HIGH,4,40,,,,,,0,Shiroki,9/10/2017
GCL,KAD17-069A,17.21,19.21,,,,,,,FOL,MOD,3,40,,,,,,0,Henderson,9/24/2017
GCL,KAD17-069A,19.21,24.93,,,,,,,FOL,MOD,3,0,,,,,,0,Henderson,9/24/2017
GCL,KAD17-069A,24.93,27.4,,,,,,,FOL,MOD,4,40,,,,,,0,Henderson,9/24/2017
GCL,KAD17-069A,27.4,29,,,,,,,FOL,MOD,3,20,,,,,,0,Henderson,9/24/2017
GCL,KAD17-069A,29,33,,,,,,,MYL,MOD,4,60,,,,,,0,Henderson,9/24/2017
GCL,KAD17-069A,33,38.22,,,,,,,FOL,MOD,3,40,,,,,,0,Henderson,9/24/2017
GCL,KAD17-069A,38.22,39.42,,,,,,,FOL,MOD,3,50,,,,,,0,Henderson,9/24/2017
GCL,KAD17-069A,39.42,55.32,,,,,,,FOL,MOD,3,50,,,,,,0,Henderson,9/24/2017
GCL,KAD17-069A,55.32,56,,,,,,,OTH,,NA,,,,,,,0,Henderson,9/24/2017
GCL,KAD17-069A,56,62.04,,,,,,,FOL,MOD,3,40,,,,,,0,Henderson,9/24/2017
GCL,KAD17-069A,62.04,62.66,,,,,,,OTH,,NA,,,,,,,0,Henderson,9/24/2017
GCL,KAD17-069A,62.66,63,,,,,,,FOL,MOD,2,40,,,,,,0,Henderson,9/24/2017
GCL,KAD17-070,11.09,15.5,,,,,,,FOL,HIGH,2,65,,,,,Trace to weak foliation.,0,Andrienko,9/7/2017
GCL,KAD17-070,15.5,20.07,,,,,,,FOL,HIGH,3,60,,,,,Weak to moderate foliation.,0,Andrienko,9/7/2017
GCL,KAD17-070,20.07,24.09,,,,,,,FOL,HIGH,3,55,,,,,Foliation at 50-60 degrees TCA.,0,Andrienko,9/7/2017
GCL,KAD17-070,24.09,35.58,,,,,,,FOL,HIGH,2,55,,,,,Foliation is 50-60 degrees TCA.,0,Andrienko,9/7/2017
GCL,KAD17-070,35.58,51.16,,,,,,,FOL,HIGH,2,55,,,,,,0,Andrienko,9/8/2017
GCL,KAD17-070,51.16,58.5,,,,,,,FOL,HIGH,3,60,,,,,,0,Andrienko,9/8/2017
GCL,KAD17-070,58.5,60,,,,,,,,,,,,,,,Void; not applicable NA.,0,Andrienko,9/8/2017
GCL,KAD17-070,60,63.45,,,,,,,FOL,HIGH,3,70,,,,,,0,Andrienko,9/8/2017
GCL,KAD17-070,63.45,73,,,,,,,FOL,HIGH,3,35,,,,,Weak to moderate foliation.,0,Andrienko,9/8/2017
GCL,KAD17-070,73,78,,,,,,,FOL,HIGH,2,60,,,,,55-65 degrees TCA foliation.,0,Andrienko,9/8/2017
GCL,KAD17-070,78,95.71,,,,,,,FOL,HIGH,2,60,,,,,50-65 degree TCA foliation.,0,Andrienko,9/9/2017
GCL,KAD17-070,95.71,107.8,,,,,,,FOL,HIGH,3,60,,,,,Foliation at 55-65 degrees TCA.,0,Andrienko,9/9/2017
GCL,KAD17-070,107.8,119.41,,,,,,,FOL,HIGH,1,55,,,,,,0,Andrienko,9/9/2017
GCL,KAD17-070,119.41,146.44,,,,,,,FOL,HIGH,1,65,,,,,,0,Andrienko,9/11/2017
GCL,KAD17-070,146.44,157.58,,,,,,,FOL,HIGH,3,60,,,,,Weak to moderate foliation.,0,Andrienko,9/11/2017
GCL,KAD17-070,157.58,159,HIGH,LAM,THIN,,30,NML,FOL,HIGH,3,60,,,,,"Localized SC fabric, bedding normal to foliation.",0,Andrienko,9/11/2017
GCL,KAD17-071,5,14.88,,,,,,,FOL,MOD,3,,,,,,,0,Brown,9/10/2017
GCL,KAD17-071,14.88,20,,,,,,,FOL,MOD,2,40,,,,,,0,Brown,9/10/2017
GCL,KAD17-071,20,28,,,,,,,FOL,MOD,2,40,,,,,,0,Brown,9/10/2017
GCL,KAD17-071,28,37.91,,,,,,,FOL,LOW,2,40,,,,,,0,Brown,9/10/2017
GCL,KAD17-071,37.91,56,,,,,,,FOL,MOD,3,40,,,,,,0,Brown,9/11/2017
GCL,KAD17-071,56,126,,,,,,,FOL,MOD,3,40,,,,,,0,Brown,9/11/2017
GCL,KAD17-071,130,147.29,,,,,,,FOL,MOD,3,40,,,,,,0,Brown,9/11/2017
GCL,KAD17-071,147.29,153.53,MOD,GRD,GRAD,,25,,,,,,,,,,Possible Uphole younging direction,0,Brown,9/12/2017
GCL,KAD17-071,153.53,196.66,,,,,,,FOL,MOD,4,40,,,,,,0,Brown,9/12/2017
GCL,KAD17-071,196.66,199.38,,,,,,,FOL,HIGH,5,40,,,,,,0,Brown,9/12/2017
GCL,KAD17-071,199.38,204.35,,,,,,,FOL,MOD,4,40,,,,,,0,Brown,9/12/2017
GCL,KAD17-071,204.35,213.63,,,,,,,FOL,MOD,2,40,,,,,,0,Brown,9/14/2017
GCL,KAD17-071,213.63,219.3,,,,,,,FOL,MOD,4,40,,,,,,0,Brown,9/14/2017
GCL,KAD17-071,219.3,220.62,,,,,,,FLT,,,,,,,,,0,Brown,9/14/2017
GCL,KAD17-071,220.62,221.3,,,,,,,MYL,MOD,4,40,,,,,,0,Brown,9/14/2017
GCL,KAD17-071,221.3,222.17,,,,,,,FOL,MOD,3,40,,,,,,0,Brown,9/14/2017
GCL,KAD17-071,222.17,230.85,,,,,,,FOL,MOD,3,40,,,,,,0,Brown,9/14/2017
GCL,KAD17-071,230.85,238.85,,,,,,,FOL,MOD,4,40,,,,,,0,Brown,9/14/2017
GCL,KAD17-071,238.85,280.3,,,,,,,FOL,MOD,2,40,,,,,,0,Brown,9/14/2017
GCL,KAD17-071,280.3,280.85,,,,,,,OTH,,NA,,,,,,,0,Brown,9/14/2017
GCL,KAD17-071,280.85,291.85,,,,,,,FOL,MOD,2,40,,,,,,0,Brown,9/14/2017
GCL,KAD17-071,291.85,296.27,,,,,,,OTH,,NA,,,,,,,0,Brown,9/14/2017
GCL,KAD17-071,296.27,307.57,,,,,,,FOL,HIGH,4,40,,,,,,0,Shiroki,9/15/2017
GCL,KAD17-071,307.57,312.7,,,,,,,FOL,MOD,2,30,,,,,,0,Shiroki,9/15/2017
GCL,KAD17-071,312.7,313.9,,,,,,,OTH,,NA,,,,,,Void,0,Shiroki,9/16/2017
GCL,KAD17-071,313.9,315.77,,,,,,,FOL,HIGH,2,,,,,,,0,Shiroki,9/16/2017
GCL,KAD17-071,315.77,317.6,,,,,,,OTH,,NA,,,,,,Void,0,Shiroki,9/16/2017
GCL,KAD17-071,317.6,320.3,,,,,,,FLT,HIGH,5,20,FOL,HIGH,4,20,,0,Shiroki,9/16/2017
GCL,KAD17-071,320.3,323.26,,,,,,,FOL,HIGH,4,30,,,,,,0,Blackwell,9/16/2017
GCL,KAD17-071,323.26,323.9,,,,,,,OTH,,NA,,,,,,Void,0,Shiroki,9/16/2017
GCL,KAD17-071,323.9,326.2,,,,,,,OTH,,NA,,,,,,Void and minor fill,0,Shiroki,9/16/2017
GCL,KAD17-071,326.2,329.5,,,,,,,FOL,HIGH,2,,,,,,,0,Blackwell,9/16/2017
GCL,KAD17-071,329.5,330,,,,,,,OTH,,NA,,,,,,Void,0,Shiroki,9/16/2017
GCL,KAD17-071,330,333,,,,,,,OTH,,NA,,,,,,Void and fill,0,Shiroki,9/16/2017
GCL,KAD17-071,333,334.58,,,,,,,FOL,HIGH,3,,,,,,,0,Shiroki,9/16/2017
GCL,KAD17-072,6.67,28.25,,,,,,,FOL,HIGH,4,50,,,,,,0,Shiroki,9/11/2017
GCL,KAD17-072,28.25,38.45,,,,,,,FOL,HIGH,4,50,,,,,,0,Shiroki,9/12/2017
GCL,KAD17-072,38.45,61,,,,,,,FOL,HIGH,4,50,,,,,,0,Shiroki,9/12/2017
